Country,Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Niger,NER,0.029312,0.05496,0.065952,0.087936,0.095264,0.0916,0.13557,0.1319,0.16122,0.19053,0.21618,0.23083,0.25282,0.32976,0.28946,0.33342,0.33342,0.3664,0.4177,0.47998,0.57158,0.68517,0.74746,0.96363,0.99294,0.99661,0.90134,1.0003,0.98928,1.0406,0.83173,0.82074,0.7841,0.87936,0.87203,0.91966,1.0149,1.0113,1.0736,1.0589,0.79509,0.75845,0.81341,0.87936,0.96363,0.82806,0.80608,0.82074,0.916,1.1505,1.352,1.4216,1.4556,1.589,1.6673
Nigeria,NGA,3.4039,4.111,4.177,5.3458,7.2694,11.7541,12.8973,12.8277,6.6282,12.1022,21.5223,32.2542,41.3922,49.5373,62.2404,47.3572,55.2018,50.5266,48.2549,70.2316,68.0991,65.9044,65.549,59.8808,69.5684,69.8358,73.4449,59.2945,70.6896,42.4071,45.3383,45.2101,64.8308,60.0127,46.6207,34.8886,40.3883,40.1574,40.1501,44.7521,79.1168,83.2827,98.045,93.0619,96.9678,104.6109,98.4334,95.1724,92.6076,71.7301,85.1514,87.9543,93.2622,93.0272,93.5551
Niue,NIU,,,,,,,,,,,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.007328,0.007328,0.007328,0.007328,0.007328,0.007328,0.007328,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.011381,0.011482,0.011905
North Korea,PRK,23.7977,26.4358,30.697,32.8368,35.6287,44.2318,47.61,52.4025,59.2799,64.0907,73.4925,107.4724,89.5262,97.3488,101.6357,107.652,110.0995,113.7745,118.6403,120.7764,124.9094,125.3015,127.9579,137.1875,147.6848,158.3141,172.0468,192.6495,220.6754,234.2285,244.6343,250.94,255.2049,261.9247,259.4295,259.1364,256.4727,234.496,64.8748,71.0376,76.6362,79.4099,76.0463,77.7134,79.4172,82.9456,84.4882,70.3122,78.0176,75.167,72.4336,73.5182,75.9827,77.5338,79.5586
Norway,NOR,13.0915,13.3406,14.0661,14.9711,16.1766,16.3964,19.5474,19.3129,21.123,22.2038,27.9893,27.1759,29.4036,30.4991,27.6705,29.6418,29.1948,31.177,32.5327,33.7601,36.5631,34.405,34.1192,31.8805,34.4306,36.8745,37.589,38.4976,37.5304,41.7513,34.8362,33.3766,34.1786,35.8098,37.7263,37.7889,41.0449,41.1465,41.3757,42.1209,41.8003,43.1433,42.2892,43.6549,44.0669,43.2333,43.6272,45.4639,44.4761,42.8988,45.5373,44.5717,44.1012,44.7988,44.6298
Oman,OMN,,,,,0.010992,0.025648,0.029312,0.13557,0.16122,0.2345,0.2345,2.0921,2.0885,2.1105,2.334,7.2511,8.3209,8.5005,7.7897,7.7164,6.0419,6.0126,5.7305,7.5259,8.0535,8.6544,9.8672,9.4568,10.578,10.0577,11.3767,11.7614,12.0692,13.4469,15.2935,15.8834,15.092,15.4731,16.5466,20.6906,21.8777,20.2692,25.4501,32.3641,27.9636,29.8689,39.5712,44.5542,38.3731,38.4354,56.2461,64.8015,66.9297,70.0959,69.7596
Pakistan,PAK,11.9311,12.3546,13.5755,15.6062,16.0452,16.8364,17.1332,18.1841,20.8516,20.2241,20.5147,19.4514,18.9136,20.0201,21.4014,23.2004,22.8194,24.3693,26.117,28.2275,32.0417,34.372,37.3545,40.271,42.8212,47.1374,49.4127,53.4907,58.166,60.9067,68.5095,68.187,72.7304,77.9443,84.7703,84.4149,94.37,94.6338,97.5833,100.302,106.3623,108.1943,113.9907,118.7979,131.4936,136.5243,145.9554,158.7648,158.9407,160.1534,162.6596,163.3191,163.1953,160.802,167.6773
Palau,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11358,0.10992,0.10992,0.11358,0.11725,0.11725,0.11725,0.11725,0.11725,0.1832,0.1832,0.19053,0.18686,0.19053,0.20152,0.20885,0.20885,0.20885,0.21618,0.2235,0.23142,0.23347,0.24208
Panama,PAN,0.99661,1.1029,1.1908,1.1835,1.2421,1.5279,1.6561,1.6964,2.0189,2.0518,2.2021,2.6014,2.7993,3.239,3.0191,3.6603,3.609,3.4588,2.8396,3.1913,3.1217,3.3379,3.2903,3.4918,2.8799,2.6271,2.7517,3.1987,2.9275,2.5208,2.7663,3.2426,4.2429,3.9388,4.3345,2.9825,4.6203,5.6426,5.943,5.6645,5.7855,7.0019,5.8661,6.1482,5.8001,6.8334,7.3646,7.1924,7.3683,8.5921,8.8596,9.6583,9.7366,9.6495,9.7831
Papua New Guinea,PNG,0.17954,0.20152,0.19786,0.25648,0.26747,0.30411,0.34075,0.43602,0.50197,0.55693,0.6925,0.8244,1.2677,1.3447,1.5865,1.5316,1.5719,1.5792,1.6744,1.7954,1.8283,1.9309,1.9456,2.0079,2.0445,2.1251,2.0628,2.334,2.1984,2.0335,2.1398,2.0628,2.0518,1.9932,2.1801,2.0592,2.1874,2.5758,2.8616,2.4439,2.6637,3.206,3.4845,3.9425,4.4847,4.3821,4.3052,6.1152,4.7925,5.0893,4.6606,5.2249,5.4025,5.4565,5.6392
Paraguay,PRY,0.30411,0.36274,0.39205,0.41037,0.43235,0.5496,0.51296,0.48731,0.5899,0.52029,0.74379,0.63387,0.71448,0.86837,0.95264,0.83906,1.0552,1.1835,1.4876,1.3667,1.5316,1.4436,1.4033,1.4546,1.5425,1.6048,1.7477,1.9749,2.2534,2.3413,2.2607,2.2314,2.6198,2.9495,3.4955,3.9608,3.7483,4.1916,4.4994,4.4994,3.686,3.8179,3.8948,4.067,4.0854,3.8289,3.9828,4.133,4.3492,4.514,5.071,5.2945,5.2689,5.2065,5.2689
Peru,PER,8.1671,8.636,9.9624,10.2262,12.2561,11.9556,13.2454,13.6447,14.4911,15.2899,17.7704,18.5985,18.1588,19.7416,21.3428,21.9474,22.4237,23.3214,22.442,22.2551,24.1018,24.0835,23.6511,20.4341,20.676,19.4961,21.8301,25.7616,25.0874,21.8228,21.1523,20.4012,20.3718,23.5375,23.2114,23.8636,24.3436,27.3847,27.7841,29.334,30.272,27.1429,27.1649,26.3588,31.8695,37.1053,35.0352,43.1729,41.2493,51.3216,57.8106,53.0254,55.0165,56.9158,58.6502
Philippines,PHL,8.3283,8.7167,10.3398,11.4756,12.8277,13.9708,16.1106,18.2174,22.2332,22.8414,24.7613,27.5643,26.4211,31.5177,30.5065,32.4997,35.1011,36.7243,37.4461,38.1056,36.9698,34.6358,34.9692,35.3869,30.9681,28.0259,29.1838,32.6572,37.6989,39.1095,41.7293,43.8947,48.7129,49.442,54.7548,60.6612,62.1121,71.0999,69.1836,69.103,73.247,70.9937,71.2795,71.4736,74.0055,74.7712,67.6374,69.6123,75.8814,74.7236,81.6339,81.9454,89.1001,93.9764,98.8927
Poland,POL,199.6037,207.2652,216.6377,231.0299,242.9159,247.0196,252.4716,259.0704,275.8479,293.4131,304.1926,312.9899,329.6831,335.8532,346.5924,375.2522,398.7092,418.6816,431.7035,442.1276,464.1958,409.7268,421.8656,421.9939,433.5391,445.5351,452.9986,464.9726,445.612,423.4412,374.812,372.7518,363.2328,363.7982,359.4326,360.9756,374.4308,365.4595,338.2958,328.8709,318.7491,314.9377,303.5064,315.4552,319.2919,318.387,331.306,331.5566,324.146,310.279,329.6225,327.7228,320.8617,321.8337,309.6565
Portugal,PRT,8.2184,9.0831,9.2956,10.0174,11.014,11.5892,11.842,12.399,12.9999,14.601,15.2459,16.3927,18.3347,19.9871,20.6979,21.3391,22.4054,22.7095,22.7241,25.0105,26.9634,27.2052,29.2314,30.1547,29.0409,27.3847,30.4955,31.5104,32.8991,41.176,45.0126,46.6884,50.9605,49.6601,50.3201,54.3459,51.7199,54.5792,59.1312,66.8771,65.7458,65.4492,69.2365,64.0713,66.7164,69.2336,64.6231,61.8988,59.7928,57.019,52.4919,51.1546,50.3105,49.95,48.1788
Qatar,QAT,0.17587,0.16122,0.19053,6.1335,6.2691,6.2874,6.2728,6.6831,7.0752,7.1668,7.5625,9.1453,10.7758,12.4576,10.479,10.948,10.3764,9.9184,10.523,14.3482,13.0878,12.8496,12.344,11.2595,12.322,12.3953,13.2857,11.4903,11.919,14.3152,11.7651,17.6605,26.7802,30.697,30.1987,30.7996,31.7999,36.2589,32.3751,31.3822,34.7017,30.3379,28.4583,36.127,44.3564,51.8383,56.6894,65.1862,67.4506,71.2831,75.2183,83.8067,89.3146,91.6272,99.6922
Réunion,REU,0.07328,0.084272,0.0916,0.11358,0.12458,0.15022,0.17954,0.21251,0.21618,0.2235,0.31877,0.32976,0.34808,0.38472,0.42502,0.48365,0.63021,0.64853,0.71814,0.916,0.81341,0.7841,0.8647,0.90134,0.99661,0.99294,1.0772,1.1725,1.3447,1.3887,1.4509,1.7184,1.7257,1.7551,1.9492,2.1434,2.235,2.345,2.5098,2.3669,3.0228,3.1877,3.162,3.1181,3.162,3.5871,3.7519,3.9938,4.078,4.2466,4.3638,4.5067,4.6449,5.1017,5.3612
Romania,ROU,53.4065,55.7294,63.8269,69.4731,72.0562,78.6588,84.1144,92.0543,100.1078,111.5578,120.0143,125.7265,132.3144,144.8416,150.8212,162.1247,174.6226,178.2536,193.745,195.9141,196.4564,197.9916,195.6136,200.3988,189.1174,194.1847,201.9817,211.9917,212.6036,213.9666,178.1344,146.1531,132.0399,123.2437,121.1283,126.3164,129.6181,118.4676,103.798,88.2688,92.8569,97.8508,98.3314,102.2294,99.9103,99.2864,103.9789,103.235,99.4177,82.8107,79.8798,85.6045,83.8606,72.4681,72.5996
Russian Federation,RUS,888.4246,916.2031,961.5974,1031.2506,1096.7365,1163.4302,1228.6463,1284.7318,1320.8268,1375.5562,1446.8219,1535.6268,1615.9736,1684.536,1749.0168,1838.8134,1909.7508,1974.8612,2042.7872,2059.7867,2140.9813,2100.5324,2140.2482,2170.93,2190.4685,2362.3594,2368.8115,2468.6068,2536.4474,2483.3192,2505.3801,2358.5793,1942.2498,1843.8955,1630.7958,1580.1475,1541.2996,1465.0935,1439.4979,1476.2144,1476.9982,1496.9654,1498.1415,1528.1791,1530.685,1531.6578,1589.0891,1586.0856,1617.6027,1535.2138,1602.4256,1648.1286,1656.7742,1621.9085,1594.8466
Rwanda,RWA,0.069825,0.091495,0.084272,0.084272,0.03664,0.047632,0.043968,0.040304,0.05496,0.058624,0.058624,0.062288,0.065952,0.069616,0.07328,0.17587,0.26747,0.26747,0.28946,0.29678,0.49464,0.6009,0.60822,0.69616,0.63387,0.61555,0.59723,0.61555,0.69616,0.68883,0.54227,0.48731,0.48731,0.49464,0.47266,0.46166,0.47998,0.4983,0.48731,0.5093,0.52762,0.53128,0.53128,0.52029,0.52762,0.52762,0.52762,0.55693,0.54227,0.57525,0.5899,0.66318,0.70802,0.72876,0.74835
Saint Helena,SHN,,,,,,,,,0.003664,,,,,,,,,,,,,0.007328,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.007328,0.007328,0.007328,0.007328,0.007328,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.011809,0.012181,0.012533
Saint Kitts and Nevis,KNA,,,,,,,,,,,,,,,,,,,,,,0.05496,0.065952,0.051296,0.051296,0.051296,0.058624,0.05496,0.065952,0.065952,0.065952,0.07328,0.07328,0.084272,0.087936,0.095264,0.10259,0.10259,0.10259,0.10259,0.10259,0.1832,0.19786,0.21984,0.22717,0.2345,0.2345,0.24915,0.24915,0.26014,0.26014,0.26747,0.26648,0.26313,0.26647
Saint Lucia,LCA,0.014656,0.01832,0.01832,0.021984,0.021984,0.025648,0.029312,0.032976,0.03664,0.062288,0.065952,0.069616,0.076944,0.080608,0.07328,0.076944,0.084272,0.069616,0.098928,0.15022,0.11358,0.095264,0.11358,0.10259,0.11358,0.12824,0.1319,0.14656,0.16488,0.16488,0.16488,0.17221,0.20518,0.22717,0.26381,0.31144,0.32976,0.31144,0.30778,0.31877,0.32976,0.36274,0.3261,0.35907,0.35541,0.3664,0.3664,0.38472,0.39571,0.38472,0.40304,0.4067,0.4052,0.4001,0.40518
Saint Pierre and Miquelon,SPM,0.03664,0.047632,0.032976,0.03664,0.047632,0.040304,0.043968,0.051296,0.040304,0.032976,0.03664,0.047632,0.069616,0.040304,0.043968,0.032976,0.047632,0.03664,0.032976,0.03664,0.03664,0.040304,0.040304,0.032976,0.03664,0.032976,0.047632,0.051296,0.065952,0.10259,0.0916,0.10259,0.095264,0.07328,0.069616,0.069616,0.069616,0.047632,0.05496,0.05496,0.05496,0.05496,0.058624,0.065952,0.062288,0.065952,0.065952,0.065952,0.065952,0.065952,0.069616,0.069616,0.069358,0.068486,0.069355
Saint Vincent and the Grenadines,VCT,0.010992,0.010992,0.010992,0.014656,0.01832,0.014656,0.01832,0.01832,0.021984,0.029312,0.029312,0.029312,0.03664,0.040304,0.032976,0.032976,0.032976,0.032976,0.03664,0.029312,0.03664,0.03664,0.040304,0.047632,0.065952,0.065952,0.065952,0.076944,0.065952,0.076944,0.080608,0.076944,0.084272,0.10259,0.12091,0.12824,0.1319,0.1319,0.16122,0.16488,0.14656,0.17954,0.18686,0.19786,0.21984,0.21984,0.21984,0.22717,0.23083,0.23083,0.2345,0.23816,0.23728,0.23429,0.23727
Samoa,WSM,0.014656,0.01832,0.01832,0.021984,0.025648,0.029312,0.025648,0.025648,0.029312,0.029312,0.029312,0.03664,0.03664,0.03664,0.032976,0.058624,0.047632,0.080608,0.10626,0.095264,0.098928,0.10259,0.11358,0.11358,0.11358,0.11358,0.11358,0.11358,0.11358,0.12091,0.12458,0.12458,0.12824,0.12824,0.12091,0.1319,0.1319,0.1319,0.1319,0.13923,0.13923,0.1429,0.1429,0.15022,0.16122,0.16854,0.17587,0.18686,0.19053,0.19786,0.20518,0.2345,0.2428,0.24496,0.25398
Sao Tome and Principe,STP,0.010992,0.010992,0.010992,0.007328,0.010992,0.010992,0.010992,0.010992,0.014656,0.014656,0.014656,0.010992,0.010992,0.014656,0.01832,0.01832,0.029312,0.029312,0.032976,0.032976,0.040304,0.043968,0.047632,0.05496,0.051296,0.05496,0.051296,0.051296,0.047632,0.047632,0.047632,0.047632,0.047632,0.047632,0.047632,0.047632,0.047632,0.047632,0.047632,0.047632,0.047632,0.051296,0.058624,0.065952,0.07328,0.076944,0.084272,0.084272,0.084272,0.0916,0.098928,0.10259,0.11021,0.11369,0.11698
Saudi Arabia,SAU,2.6747,3.5687,6.2508,6.9396,7.0422,4.2173,6.4083,25.4868,29.0812,35.2733,45.2541,59.7598,70.2865,95.0588,98.7082,83.2681,101.4672,118.0797,115.0386,138.0229,169.2658,175.348,157.9624,160.9192,155.5881,172.5121,204.7113,190.55,202.3884,203.5718,217.7698,267.5489,285.301,313.5615,308.7653,236.0605,258.5392,216.0624,207.5106,226.274,296.6924,296.9709,326.14,327.0047,395.5105,397.3168,432.385,393.2132,417.8975,484.4834,532.6577,519.852,552.7024,558.7573,601.9416
Senegal,SEN,0.82806,0.81341,0.81341,0.86104,0.92333,1.6928,1.7184,0.69982,,0.49098,1.308,1.352,1.4546,1.5499,1.8503,2.5795,1.7734,2.2424,2.6271,2.8982,3.3489,3.2939,3.0521,2.6308,3.3049,2.6747,2.6601,2.4512,2.7407,3.6933,3.1804,3.4222,3.4771,3.5907,3.8985,3.4918,3.7373,3.261,3.4258,3.697,3.9351,4.3272,4.5434,5.0087,5.2762,5.8551,4.7852,5.3311,5.4374,5.8441,8.266,7.852,8.191,8.5082,8.7411
Serbia,SRB,16.971,17.7886,18.2543,20.3073,23.0072,23.672,23.4569,23.6933,25.341,26.2742,34.3349,37.0046,34.6832,41.4322,41.6135,43.4211,44.8164,43.5829,48.7037,52.9749,52.0915,56.6915,52.0826,56.0836,59.1444,60.3317,63.0086,62.6122,64.8002,64.658,64.6065,45.698,43.3891,37.7826,36.7546,38.8246,45.4205,48.8273,51.3779,35.4425,39.3685,42.3015,45.2241,48.3571,52.8374,57.5774,53.7216,52.2083,51.8383,46.0895,45.8403,49.1452,46.0313,47.2666,44.1715
Seychelles,SYC,,,,0.007328,0.007328,0.007328,0.007328,0.007328,0.007328,0.007328,0.029312,0.032976,0.043968,0.047632,0.05496,0.058624,0.080608,0.084272,0.076944,0.12091,0.095264,0.098928,0.084272,0.098928,0.098928,0.15022,0.16488,0.20152,0.19786,0.2345,0.11358,0.1429,0.16488,0.16122,0.18686,0.18686,0.19419,0.4067,0.43235,0.50563,0.55693,0.63387,0.53861,0.5496,0.73646,0.68883,0.7328,0.6412,0.6925,0.74013,0.68883,0.59723,0.6416,0.66185,0.68096
Sierra Leone,SLE,0.71448,0.28946,0.3261,0.37006,0.30411,0.28213,0.30045,0.25282,0.38472,1.1065,0.87203,0.80242,0.67784,0.53861,0.52029,0.52395,0.45067,0.51296,0.71082,0.67784,0.60822,0.6925,0.55326,0.68883,0.61555,0.66318,0.67418,0.4983,0.458,0.37373,0.38838,0.46899,0.29312,0.28946,0.34808,0.35174,0.38472,0.39205,0.3664,0.35174,0.42502,0.56792,0.60822,0.65219,0.6412,0.54594,0.7328,0.6412,0.66318,0.65219,0.72547,0.89768,0.96481,0.99003,1.0138
Singapore,SGP,1.3923,2.0921,2.5758,3.3965,3.7006,2.5282,0.67418,3.0558,5.4154,7.1998,18.1954,16.5796,22.2222,21.2036,21.951,24.5232,30.0118,28.2861,33.1372,36.0941,31.4078,26.8278,29.726,34.9692,33.3754,33.39,34.9985,32.573,36.0757,41.8539,46.9029,47.3865,50.2261,54.5826,65.3145,47.0714,55.2604,69.1836,57.2463,50.0283,48.9657,49.5006,47.1923,31.1074,28.451,30.3343,30.7739,18.1808,23.827,23.8123,13.4689,22.376,23.6172,25.9122,26.5999
Slovakia,SVK,31.5923,34.2891,36.5405,38.4379,40.0032,38.9788,38.7592,38.6787,40.4671,42.9603,49.2543,51.6757,52.1583,52.3796,52.9958,55.4589,57.6271,59.3615,59.9131,58.3629,59.0588,58.4284,57.8662,57.9582,59.9211,59.1136,59.5315,59.0658,58.1282,56.2212,61.8055,53.3689,48.9028,46.3442,43.5784,44.5746,44.9536,44.1903,43.6522,42.8822,41.0327,43.3061,41.1144,41.9617,42.3046,41.9005,41.523,39.7241,40.3665,36.5212,37.4306,37.2335,35.2379,36.2989,32.0625
Slovenia,SVN,4.8769,5.1119,5.2457,5.8356,6.6115,6.8025,6.7407,6.8087,7.2822,7.5503,9.8667,10.6339,9.9668,11.9062,11.9583,12.4778,12.8787,12.5243,13.9958,15.2232,14.9694,16.2913,14.9668,16.1166,16.9961,17.3373,18.1066,17.9927,18.6214,18.5806,14.792,13.7803,13.691,14.0544,14.1888,15.0111,15.6781,15.9909,15.7307,15.1044,15.2135,16.125,16.2762,16.0348,16.3925,16.6937,16.8972,17.0343,18.003,16.0611,16.1364,16.1779,15.6748,15.832,15.2475
Solomon Islands,SLB,0.010992,0.014656,0.014656,0.014656,0.01832,0.025648,0.025648,0.032976,0.03664,0.03664,0.040304,0.047632,0.05496,0.065952,0.065952,0.058624,0.062288,0.080608,0.062288,0.10992,0.10259,0.13557,0.12091,0.1429,0.1429,0.15022,0.15389,0.16122,0.15755,0.16122,0.16122,0.16122,0.16122,0.15755,0.15389,0.16122,0.16122,0.16122,0.16122,0.16488,0.16488,0.17221,0.17221,0.17954,0.17954,0.17954,0.17954,0.19053,0.19053,0.19419,0.19786,0.19786,0.20486,0.20668,0.2143
Somalia,SOM,0.084272,0.087936,0.10626,0.10259,0.13557,0.1319,0.13923,0.22717,0.15389,0.16122,0.21618,0.18686,0.2345,0.26381,0.32976,0.50197,0.47998,0.79875,0.55693,0.48731,0.81341,0.2748,0.71814,0.93432,0.71448,0.85738,0.92333,0.99294,1.0076,0.9563,0.01832,0.003664,0.010992,0.010992,0.010992,0.010992,,,,,0.51662,0.50197,0.58624,0.59357,0.59357,0.59357,0.59357,0.60822,0.6009,0.59723,0.61189,0.57525,0.61798,0.63749,0.6559
South Africa,ZAF,97.8544,102.1303,105.6808,109.7368,119.56,128.1557,128.251,133.7763,137.9716,143.1635,149.6414,168.4304,171.5851,173.3915,176.5901,185.0503,192.9572,199.7869,201.934,218.7298,228.2672,257.1578,280.5195,291.9915,315.6902,323.9489,330.5844,328.7561,342.7745,340.8289,319.5338,332.3468,307.5708,320.8418,337.3005,353.1693,358.3465,371.024,371.9143,370.7308,368.3089,362.4465,347.4022,380.4991,424.4268,391.4984,422.1001,440.629,468.7062,477.4155,454.5778,476.8513,468.3902,469.2246,476.1424
South Korea,KOR,12.5419,14.4508,17.2648,21.0863,22.2002,24.9848,29.9898,35.1231,37.2116,42.4877,53.7399,58.569,60.2875,73.0345,75.625,81.7622,93.2305,105.6258,113.3129,133.1021,134.7583,139.6277,141.7895,150.7809,163.7771,178.1876,182.3023,192.5029,221.7783,235.6538,246.7411,261.2688,284.0479,321.6882,343.7565,374.4645,403.4504,429.6809,364.535,399.5372,447.1949,449.8256,465.2511,465.8336,481.882,462.5434,470.2707,495.2702,507.1745,508.446,566.2529,588.944,591.343,598.9232,599.4214
Spain,ESP,48.8888,53.6336,60.0053,58.7742,64.3582,71.0596,77.6658,86.4484,97.0777,96.8029,116.834,128.5771,144.9075,155.24,173.0104,181.4962,198.281,195.5037,200.3292,203.5792,214.8276,207.1186,209.7347,204.7004,198.7903,201.0693,190.3118,190.7222,198.8709,226.4865,227.508,237.18,245.8143,237.2533,249.4517,262.86,250.5432,263.3037,271.515,294.9018,308.0264,308.7864,328.8787,333.168,350.0713,365.4784,356.7121,363.744,333.1817,293.7323,280.3776,280.9227,276.6366,243.1738,240.8725
Sri Lanka,LKA,2.257,2.334,2.5611,2.5318,2.2717,2.6564,2.6601,2.9459,3.239,4.3162,3.5944,3.195,3.5394,3.686,2.9312,2.8946,2.803,2.9165,3.4478,3.8252,3.4075,4.0304,4.4957,4.8804,3.8802,3.9535,3.7006,4.0707,3.4881,3.4808,3.8655,4.1733,5.1809,5.038,5.5216,5.899,7.0569,7.6101,7.819,8.6104,10.2299,10.4351,11.047,11.0689,12.2891,12.0912,11.9666,12.344,12.1975,13.1648,13.3773,15.2203,15.8197,15.9646,16.4969
Sudan,SDN,1.3593,1.385,1.4839,1.6781,1.8576,2.4256,2.6417,3.184,3.1034,4.1806,4.8511,4.9794,5.3751,5.4227,5.6792,4.2356,3.7519,3.8032,3.4368,3.5687,3.7446,3.6384,3.8252,3.9058,3.5028,4.0707,4.2466,3.3489,4.8438,3.7556,5.5546,5.3824,4.7522,2.9056,4.4408,4.5983,4.2649,5.4154,4.6936,5.0893,5.529,6.3644,8.1121,9.0647,11.3731,10.6989,11.494,13.1025,13.9195,15.4144,15.7662,16.5649,18.013,18.4868,18.934
Suriname,SUR,0.43235,0.42869,0.49464,0.53128,0.60456,0.79509,1.0955,1.3337,1.4509,1.5206,1.6085,1.7148,1.7441,2.1068,1.6012,2.0189,1.9969,1.898,2.3926,2.2937,2.3706,2.0299,1.8723,1.374,1.5535,1.5975,1.7587,1.7587,1.876,1.854,1.81,2.0995,2.1105,2.1544,2.1618,2.1801,2.1288,2.1398,2.1618,2.1508,2.1251,2.2717,2.257,2.246,2.2973,2.3853,2.4476,2.4512,2.4512,2.4732,2.3926,1.9089,1.9193,1.897,1.9204
Swaziland,SWZ,0.032976,0.003664,,,0.010992,0.080608,0.20152,0.22717,0.27846,0.30411,0.3664,0.39938,0.38106,0.37006,0.31144,0.33709,0.33342,0.34075,0.43968,0.44701,0.46533,0.43602,0.43602,0.27114,0.33342,0.43968,0.458,0.43602,0.43602,0.43602,0.42502,0.3261,0.26381,0.1319,0.48365,0.45434,0.34075,1.2018,1.2128,1.2384,1.1871,1.1432,1.1248,1.0406,1.0296,1.0186,1.0149,1.0626,1.0955,1.0442,1.0369,1.0479,1.07,1.1687,1.2267
Sweden,SWE,49.1819,48.8118,51.285,55.3264,60.3827,62.5775,72.5325,68.9455,77.6218,86.3971,92.3035,84.5212,84.7117,87.2948,79.8239,80.7582,88.2364,85.7339,79.4685,84.8582,71.7008,69.3742,62.2404,58.2503,57.2866,62.343,61.9876,59.6682,57.3966,55.4876,57.1408,57.4385,57.2127,57.106,59.5625,58.9674,62.7279,57.629,58.2494,55.2887,54.1312,55.0638,55.9947,56.6095,55.771,53.1893,53.1554,52.0245,49.9779,46.5167,52.2791,48.4791,45.7103,45.1912,44.2677
Switzerland,CHE,19.5071,20.3718,24.1348,29.0812,28.1432,30.3452,31.5031,32.5363,35.9988,38.0653,40.2637,41.9088,42.9384,46.225,41.4472,39.0656,40.4506,41.0515,42.1836,39.879,40.5055,38.8274,36.5997,40.0365,39.1425,39.7947,42.2606,40.2197,40.6777,39.4356,44.6393,46.3686,46.2585,43.7177,42.9811,43.6835,44.3405,43.5141,44.8119,44.8938,43.9522,44.9043,43.8441,45.0254,45.6499,46.29,45.9107,43.9306,45.4473,44.2799,45.9234,41.8476,43.2508,45.278,40.6676
Syria,SYR,3.2207,3.0631,3.2023,3.609,4.3638,3.675,4.9134,4.6056,5.9577,7.2364,6.6538,8.8779,7.7604,7.8886,9.6583,11.1752,13.7473,14.6523,15.2093,22.5299,20.7859,26.6153,24.4682,27.938,33.0639,29.6271,31.3272,36.1967,36.9148,34.5369,37.4204,43.1583,44.4004,47.0787,48.493,43.9607,44.2135,40.9342,50.2408,52.3366,51.0065,48.7459,39.0363,54.2419,51.0688,50.5925,53.5457,66.4137,67.4872,61.9033,61.5259,57.6237,59.1574,60.5691,60.0856
Taiwan,TWN,11.8787,12.5345,14.1724,15.1177,16.9167,17.8547,19.4742,21.984,24.1568,26.3075,28.7514,31.4957,35.8962,40.271,39.3367,43.4844,56.1398,61.1778,71.0816,75.8228,83.5832,75.123,75.4528,83.2131,84.9388,84.8106,94.414,98.2721,113.1883,123.2276,125.8364,136.9676,147.5603,159.9776,167.4265,178.1583,186.7321,200.7652,198.2371,205.4698,217.4987,226.71,237.647,246.3637,260.4041,259.1767,266.8894,273.2538,257.2861,241.5858,260.3089,256.3261,256.0654,257.2445,259.4826
Tajikistan,TJK,3.0813,3.1776,3.3351,3.5766,3.8037,4.0351,4.2612,4.4558,4.5809,4.7708,5.0179,5.3259,5.6046,5.8424,6.066,6.3774,6.6235,6.8493,7.0849,7.1438,7.4254,7.2852,7.4229,7.5293,7.5971,8.1932,8.2156,8.5617,8.797,8.6127,8.0753,7.7834,7.2144,5.1662,2.3523,2.4476,2.8249,2.1508,2.4952,2.5172,2.235,2.29,1.8796,2.0738,2.5611,2.4402,2.6564,3.2866,2.9678,2.8359,2.8323,2.781,2.6507,2.5912,2.5544
Tanzania,TZA,0.82806,0.70349,0.76578,0.80242,1.0332,1.1615,1.3703,1.7587,1.6525,1.7954,1.766,2.4622,2.1654,3.184,2.3047,2.2827,2.7883,2.0115,2.2021,2.0702,1.8833,2.1215,2.1654,2.2167,2.3669,2.356,2.2973,2.3889,2.2863,2.2057,2.3706,2.4329,2.3596,2.6344,2.4439,3.5504,3.4588,2.8799,2.5538,2.5355,2.6491,3.1254,3.5871,3.8032,4.3602,5.4997,6.0236,5.976,6.3351,6.1848,6.8444,7.295,7.7879,7.8298,7.9247
